Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
Aggarwal Sweet India,New Delhi,"C-156, Mahavir Enclave Part 3, Palam, New Delhi",Palam,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Aggarwal Sweets Centre,New Delhi,"23/A, Main Road, Indira Park, Palam, New Delhi",Palam,"Mithai, Street Food, North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Aggarwal Sweets,New Delhi,"23-A/1, Main Road, Indra Park, Palam Colony, Palam, New Delhi",Palam,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Anupama Snacks and Sweets Corner,New Delhi,"RZ H2/15, Bengali Colony, Mahavir Enclave, Palam, New Delhi",Palam,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Baba Ka Dhaba,New Delhi,"WZ-425, Main Road, Palam Colony, Opposite Railway Crossing, Palam, New Delhi",Palam,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Balaji Eating Point,New Delhi,"Pradhan Chowk, Sadh Nagar, Palam Colony, Palam, New Delhi",Palam,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Bhagat Ji Sweets,New Delhi,"Kailash Puri Road, Sagar Pur, Palam, New Delhi",Palam,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Bikaner Sweet Corner,New Delhi,"Near Manglapuri Terminal, Palam, New Delhi",Palam,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Chavi Food Point,New Delhi,"RZ 12A, Main Market, Indira Park, Palam, New Delhi",Palam,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Cook & Connect,New Delhi,"C 118, Palam Dabri Road, Palam, New Delhi",Palam,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
Dinesh Ka Mithila Dhaba,New Delhi,"Main Road, Mahavir Enclave Part 3, Palam, New Delhi",Palam,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Domino's Pizza,New Delhi,"Puran Nagar Main Road, Palam Colony, Palam, New Delhi",Palam,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
Flavors Of London,New Delhi,"RZ-1101/C, Gali 11, Sadh Nagar, Palam, New Delhi",Palam,"Desserts, Ice Cream, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Flavours Of London,New Delhi,"RZ-1101/C, Gali 11, Sadh Nagar, Palam Colony, Palam, New Delhi",Palam,"Ice Cream, Bakery",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Foji Bhai Hotel,New Delhi,"Main Road, Sadh Nagar, Near Sabji Mandi, Palam, New Delhi",Palam,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Green Chilli,New Delhi,"Gurudwara Road, Mahavir Enclave, Palam, New Delhi",Palam,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Hook N Cook,New Delhi,"Rzg-1 Nanda Block, Mahavir Enclave, Palam, New Delhi",Palam,Chinese,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
Hyderabadi & Muradabadi Chicken Corner,New Delhi,"RZ A1, Near Mothers Pride School, Palam Dabri Road, Palam, New Delhi",Palam,Mughlai,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
It's Pizza Town,New Delhi,"WZ 61A/20, Gandhi Market, Vashisht Park, West Sagar Pur, Palam, New Delhi",Palam,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
ITO Ke Mashoor Chole Bhature,New Delhi,"Main Road, Mahavir Enclave 3, Palam, New Delhi",Palam,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Janta Special Lassi Corner,New Delhi,"Main Market, Palam Colony, Palam, New Delhi",Palam,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Kairi The Royal Taste,New Delhi,"RZA 6, Dabri Extension, Opposite Dada Dev Hospital, Palam, New Delhi",Palam,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Kasba,New Delhi,"WZ-255A, Gali 3, Sadh Nagar, Ram Chowk Market Palam, Palam, New Delhi",Palam,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Kayasthas Food Junction,New Delhi,"RZ-46 C/5, Gali 1, Gandhi Market, Main Sagarpur, New Delhi",Palam,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
KGN Chicken Corner,New Delhi,"Near City Store, Palam Dabri Road, Palam, New Delhi",Palam,Mughlai,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Maggi Point,New Delhi,"Street 1, Mahavir Enclave Part 1, Mahavir Enclave, Palam, New Delhi",Palam,"Chinese, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Momozone,New Delhi,"RZ - A/15, Dwarka Puri, Vijay Enclave, Palam, New Delhi",Palam,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Munna Bakery,New Delhi,"60 Feet Road, Sadh Nagar, Palam, New Delhi",Palam,Bakery,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
N.S. Pizza Point,New Delhi,"Main Road, Mahavir Enclave, Part 3, Palam, New Delhi",Palam,Pizza,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Nand Bhai Chholey Bhature,New Delhi,"Near Pillar 59, Main Road, Palam Colony, Palam, New Delhi",Palam,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
New Lazeez Tandoor,New Delhi,"B-1, Shop 4, Gurudwara Road, Mahavir Enclave, Palam Dabri Road, Palam, New Delhi",Palam,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
Pizza Day,New Delhi,"Ram Chowk, Sadh Nagar, Palam, New Delhi",Palam,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
Pizza Day,New Delhi,"Ram Chowk, Main Market, Palam Colony, Palam, New Delhi",Palam,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,2,India
Pritam Tiffin Service,New Delhi,"RZ-15B, Main Road, Near Ardent Hospital, Palam, New Delhi",Palam,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Rana Sweets and Restaurant,New Delhi,"Shop 180, Rajnagar Part 2, Palam Colony, Palam, New Delhi",Palam,"North Indian, Fast Food, Mithai",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Rastogi Sweets & Caterers,New Delhi,"Near Bros Grillz, Main Road, Palam Colony, Palam, New Delhi",Palam,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Recipe Tadka,New Delhi,"D 1/252, Street 5, Mahavir Enclave, Palam, New Delhi",Palam,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3,India
Sahi Pakde Hain,New Delhi,"WZ- Gali 3, Jal Jeera Wali Gali, Sadh Nagar, Ram Chowk Market, Palam Colony, Palam, New Delhi",Palam,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Sher e Punjab Rasoi,New Delhi,"WZ - 427A, Raj Nagar, Palam Colony, Palam, New Delhi",Palam,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Shyam Rasoi,New Delhi,"RZ-16-B, Kailash Puri Road, Main Sagar Pur, Palam, New Delhi",Palam,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Subhan Chicken Biryani,New Delhi,"Main Road, Mahavir Enclave 3, Palam, New Delhi",Palam,Biryani,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Surprise - Bakers & Bites,New Delhi,"RZD 1/366, Street 5, Mahavir Enclave, Palam, New Delhi",Palam,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
The Night Rider,New Delhi,"Palam Colony, Vijay Enclave, Near Shani Mandir, Dashrathpuri, Palam, New Delhi",Palam,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
Vikram Ji Snacks,New Delhi,"Main Market, Palam Colony, Palam, New Delhi",Palam,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Yadav Chaat Bhandar,New Delhi,"14/5 Sadh Nagar, Near Rajasthani Hotel, Palam, New Delhi",Palam,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Yadav Ji Chholey Bhature,New Delhi,"Main Road, Mahavir Enclave, Part 3, Palam, New Delhi",Palam,Street Food,50,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Burger King,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Burger, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,10,India
Chaayos,New Delhi,"Ground Floor, Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,4,India
Berco's,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Chinese, Thai",900,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
Chicago Pizza,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri",Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Domino's Pizza,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Dunkin' Donuts,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Keventers,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri",Beverages,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
Khan Chacha,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Mughlai, North Indian",650,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
Wow! Momo,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Aalis Kathi Kabab,New Delhi,"Shop 4, Panchsheel Enclave Market, Panchsheel Park, New Delhi",Panchsheel Park,"Fast Food, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,46,India
Dill's Chawla Chik Inn,New Delhi,"1, Panchseel Enclave Market, Panchsheel Park, New Delhi",Panchsheel Park,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,66,India
Ipshita's Cakes Mamma Bakes,New Delhi,"C7, Soami Nagar South, Panchsheel Park, New Delhi",Panchsheel Park,Bakery,700,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,11,India
Big Wong,New Delhi,"28, Shopping Complex, Panchsheel Park, New Delhi",Panchsheel Park,"Chinese, Thai",900,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,108,India
Giani's,New Delhi,"Pandara Road Market, New Delhi",Pandara Road Market,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,39,India
Baskin Robbins,New Delhi,"20, Muncipal Market, Pandara Road Market, New Delhi",Pandara Road Market,Ice Cream,300,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,39,India
Chicken Inn,New Delhi,"13-15, Pandara Road Market, New Delhi",Pandara Road Market,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,447,India
Ichiban,New Delhi,"9, Pandara Road Market, New Delhi",Pandara Road Market,"Chinese, Thai, Japanese",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.9,Yellow,Good,768,India
Krishna Di Kulfi,New Delhi,"Shop 7, Pandara Road Market, New Delhi",Pandara Road Market,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,154,India
Pindi,New Delhi,"16, Pandara Road Market, New Delhi",Pandara Road Market,"North Indian, Mughlai, Chinese",1700,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.8,Yellow,Good,337,India
Veg Gulati,New Delhi,"8, Pandara Road Market, New Delhi",Pandara Road Market,North Indian,1200,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,600,India
Chor Bizarre,New Delhi,"Bikaner House, Pandara Road Market, New Delhi",Pandara Road Market,North Indian,1600,Indian Rupees(Rs.),Yes,No,No,No,3,4.4,Green,Very Good,64,India
Gulati,New Delhi,"6, Pandara Road Market, New Delhi",Pandara Road Market,"North Indian, Mughlai",1500,Indian Rupees(Rs.),No,Yes,No,No,3,4.4,Green,Very Good,4373,India
Havemore,New Delhi,"11-12, Pandara Road Market, New Delhi",Pandara Road Market,North Indian,1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,1157,India
Aggarwal Sweets,New Delhi,"A 15, Ganesh Nagar Complex, Pandav Nagar, New Delhi",Pandav Nagar,Street Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India
Om Sai Dosa Corner,New Delhi,"109, Near D Park, Pandav Nagar, New Delhi",Pandav Nagar,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
Angelena Restaurant,New Delhi,"D 490, West Vinod Nagar, Pandav Nagar, New Delhi",Pandav Nagar,"North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Chennai Dosa Express,New Delhi,"E-167/3, Samaspur Road, Pandav Nagar, New Delhi",Pandav Nagar,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Chennai Dosa Xpress,New Delhi,"167/3, Samasthpur Road, Pandav Nagar, New Delhi",Pandav Nagar,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Domino's Pizza,New Delhi,"Ground Floor, Plot 69, Opposite Mother dairy, Pandav Nagar, New Delhi",Pandav Nagar,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Foodizm,New Delhi,"Pandit Complex, Bhandari Chimint, Pandav Nagar, New Delhi",Pandav Nagar,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Healthy Nutrienty,New Delhi,"Pandav Nagar, New Delhi",Pandav Nagar,"Beverages, Healthy Food",250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Kalka Ji Rasoi,New Delhi,"A-61, Ganesh Nagar, Pandav Nagar, New Delhi",Pandav Nagar,"Street Food, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Kolkata Biriyani On Call,New Delhi,"Pandav Nagar, New Delhi",Pandav Nagar,Biryani,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Mahavir Sweets,New Delhi,"J-37, Opposite Mother Dairy, Pandav Nagar, New Delhi",Pandav Nagar,Mithai,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Massi's Kitchen,New Delhi,"494, Ganesh Nagar 2, Pandav Nagar, New Delhi",Pandav Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
New Shama Chicken Restaurant,New Delhi,"Ganesh Nagar Complex, Pandav Nagar, New Delhi",Pandav Nagar,Biryani,350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Pizza King,New Delhi,"Shop 24, Near D Park, Pandav Nagar, New Delhi",Pandav Nagar,Pizza,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
Raj Shri,New Delhi,"Mandawali Fazalpur, Pandav Nagar, New Delhi",Pandav Nagar,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Roll Junction,New Delhi,"F 205 & 206, Near Akshardham Temple, Pandav Nagar, New Delhi",Pandav Nagar,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Sai Bhojanalay,New Delhi,"Plot 43, Near D-Park, Pandav Nagar, New Delhi",Pandav Nagar,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
Shree Balaji Caterers,New Delhi,"A-106, Opposite Fair Price, Pandav Nagar, New Delhi",Pandav Nagar,"Mughlai, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
Smily Cakes,New Delhi,"B-75, West Vinod Nagar, Pandav Nagar, New Delhi",Pandav Nagar,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
Zaika Restaurant,New Delhi,"B-83, Ganesh Nagar Complex, Pandav Nagar, New Delhi",Pandav Nagar,"Mughlai, North Indian",350,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
"34, Chowringhee Lane",New Delhi,"Shop 9, Block A2, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,30,India
A Pizza House,New Delhi,"Shop 10, A2, Paschim Vihar, New Delhi",Paschim Vihar,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,38,India
Amrit Family Rasoi,New Delhi,"2, BG-6, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,53,India
Bake Club,New Delhi,"B-2/9, Near HDFC Bank, Paschim Vihar, New Delhi",Paschim Vihar,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,15,India
Cafe Coffee Day,New Delhi,"A3/320, Jwala Heri Market, Paschim Vihar, New Delhi",Paschim Vihar,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,40,India
Cake O Frost,New Delhi,"Paschim Vihar, New Delhi",Paschim Vihar,Bakery,350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,14,India
Chawla Kitchen,New Delhi,"G-29, Vardhaman Plaza, Near Bank Of India Bank Bhera Enclave, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,49,India
Cherry Fresh,New Delhi,"A-3, DDA market, Paschim Vihar, New Delhi",Paschim Vihar,"Ice Cream, Desserts",200,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,21,India
Chocooze,New Delhi,"Sunder Vihar, Paschim Vihar, New Delhi",Paschim Vihar,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,9,India
Chuk Chuk Mail,New Delhi,"Opposite A 5, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,44,India
Da Pizza Bakers,New Delhi,"RR-11, Miyanwali Nagar, Opposite Metro Pillar 300, Paschim Vihar, New Delhi",Paschim Vihar,Pizza,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,24,India
Domino's Pizza,New Delhi,"1 & 2, Block A-5 B, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,111,India
Green Chick Chop,New Delhi,"1, A-4, Gole DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,51,India
Grill Zone,New Delhi,"A-4 DDA Market, Near Saakshara Apartments, Paschim Vihar, New Delhi",Paschim Vihar,"Fast Food, Italian, Pizza",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,23,India
Grover Mithaivala,New Delhi,"A-4/43, Paschim Vihar, New Delhi",Paschim Vihar,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,46,India
Hong Kong Express,New Delhi,"Shop 183, Avtar Enclave, Paschim Vihar, New Delhi",Paschim Vihar,"Chinese, Thai",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,50,India
Hot Spot Roll Corner,New Delhi,"G 68, Satyam Tower, Near Post Office, Paschim Vihar, New Delhi",Paschim Vihar,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,34,India
Jaiveer Naan & Chaap,New Delhi,"BG-8 Market, Paschim Vihar, New Delhi",Paschim Vihar,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,27,India
Jaiveer Naan & Chaap,New Delhi,"Jwala Heri Market, Paschim Vihar, New Delhi",Paschim Vihar,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,27,India
Kabab Hut,New Delhi,"48, DDA Market, Sunder Plaza, Near Mother Dairy, Paschim Vihar, New Delhi",Paschim Vihar,North Indian,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,37,India
Kabbaba,New Delhi,"A2, Shop 9-12, JDS, DDA Community Center, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,31,India
McDonald's,New Delhi,"G-1, Pushkar Enclave, Paschim Vihar, New Delhi",Paschim Vihar,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,94,India
New Durga Corner,New Delhi,"3-A & 5-B, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,South Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,37,India
New Durga Dosa Corner,New Delhi,"GH-14/753, Gate 6, Paschim Vihar, New Delhi",Paschim Vihar,"South Indian, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,43,India
Pishori Chicken,New Delhi,"BG-8, DDA Market, Near Teacher's Colony, Paschim Vihar, New Delhi",Paschim Vihar,North Indian,700,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,46,India
Pizza Break,New Delhi,"M-139, Guru Harikishan Nagar, Paschim Vihar, New Delhi",Paschim Vihar,"Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,75,India
Pizza Hut Delivery,New Delhi,"A-6/10, Chaudhary Balbir Singh Marg, Paschim Vihar, New Delhi",Paschim Vihar,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,58,India
PK Shoppe,New Delhi,"4, D/3, KC Complex, Jwala Heri Market, Paschim Vihar, New Delhi",Paschim Vihar,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,36,India
Pudding & Pie,New Delhi,"B-22, Shubham Enclave, Paschim Vihar, New Delhi",Paschim Vihar,"Bakery, Desserts, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,16,India
Punjabi Angithi,New Delhi,"Shop 32, A-4, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,31,India
Punjabi Handi,New Delhi,"G-2, Balaji Plaza, Bhera Enclave, LSC, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Chinese",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,39,India
Quality Cake Shop,New Delhi,"1/2, Opposite White House, Sunder Vihar, Paschim Vihar, New Delhi",Paschim Vihar,"Desserts, Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,92,India
Rahul's Rasoi,New Delhi,"23, B-1 Market, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,78,India
RTW,New Delhi,"C-9, D Mall, Paschim Vihar, New Delhi",Paschim Vihar,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,49,India
Sahib e Aalam,New Delhi,"34, Sunder Plaza Market, Outer Ring Road, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Mughlai",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,49,India
Shree Durga Dosa,New Delhi,"Shop 11, B-4, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,35,India
Shree Durga Dosa,New Delhi,"Gg-14, Shop 561, Near HDFC Bank, Paschim Vihar, New Delhi",Paschim Vihar,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,27,India
Shree Rathnam,New Delhi,"4, State Bank Nagar, Outer Ring Road, Paschim Vihar, New Delhi",Paschim Vihar,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.2,Orange,Average,95,India
Sunil Momos.Com,New Delhi,"GH-14, 1197, Paschim Vihar, New Delhi",Paschim Vihar,Chinese,200,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,65,India
Temptation Food,New Delhi,"2, Near Kishan Chand Complex, Jwala Heri Market, Paschim Vihar, New Delhi",Paschim Vihar,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,29,India
Wheelyz,New Delhi,"BG-8, Shop 16, DDA Market, Paschim Vihar, New Delhi",Paschim Vihar,"North Indian, Chinese, Fast Food",550,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,32,India
